Update needed in DBASE,"Type of Update (Birth, Death, Weaning, Sex)",MaternalHaplotypes,MaternalForagingType,Primary Location,MomName,MomID,CalfName,CalfID,SurviveTo3,WeaningAgeKnown,IBI,WeanToSurvivingcalfInterval,WeantoSurvivingCalfCensored,"First,Early,InBetween,Last,Unknown (FENLU)",LastSurvivingCalf,GrandmaKnown,LastSightingCalf,LastSightingMother,Obs1Calf,Obs1Mom,AssignedBDay,45104,BDayAccuracy,PrimaryBdayEstimateReason,SecondaryBdayEstimateReason,WhoAssignedBDay,MotherLastSeenBeforeCalfBirth,Interval between mothers last sighting,Calf's age at first sight,Obs2,FirstCalfSight,NotesCalfSizeBehavior,Obs3,CalfLastBP,Obs4,MumLastWLiveCalf,Obs5,MumWOCalf,Obs6,DeathDate,DeathAgeYrs,GapSightings,GapSightingsDivide2,DeathDateAccuracy,DeathDateReason1,DeathDateReason2,DeathNotes,WhoDetermineDeathDate,WeaningDateAccuracy,WeanDateReason1,WeaningDateReason2,WhoDetermineWeanDate,LastWMum80%Surveys,NotBPorWOMum50%Surveys,,WeaningDate,WeaningAgeDays,WeaningAgeMonths,WeaningAgeYears,WeanNotes,DoWStatus,Shae/EKWeaningDateNotes2010,ShaeMatrilinesNotesAug2012,CBKMatrilinesNotes2013
Y,D/W,,N,WHALE BIGHT,FOAM,FOA,FIZZY,FZZ,u,,,,,,,,,,,,01/11/2017,6,MonthEstimate,SpringSummerYoy,,JM,4-Sep-15,3.46,1.3,EK,20-Feb-19,From photos looks about 1 year.,CCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,,N,WHALE BIGHT,FOAM,FOA,FROTH,FTH,y,n,,,,u,,,14-Nov-04,,MK,,01/11/2001,22,YearEstimate,MotherFirstSightWithCalf,,SAS,,,1.97,,21-Oct-03,no pics or age info at first sight; FOA with males in 2004 so assume calf was ~3 yrs in 2004. 2013 looked to be getting herded ~11-12?,RCC,14-Nov-04,MK,14-Nov-04,MK,14-Nov-13,EK,,,,,,,,,,YearEstimate,Gap,,,,,,1-May-05,1277,41.86885246,3.489071038,"FTH seen in 2013, gap in sightings giving default date",,,,
N,,,N,WHALE BIGHT,FOAM,FOA,PHOSPHORESCENCE,PHS,n,d,,,,,,,27-Dec-14,,MMW,,15/10/2014,9,WeekEstimate,InfantFirstSight,,JM MMW,14-Nov-04,10.12,0.2,MK,27-Dec-14,"no fetal lines, doing some dives",MMW,27-Dec-14,MMW,,,30-Apr-15,VF,27/02/2015,0.37,,,MonthEstimate,Midpoint,DEAD PREWEANING,,JM,,,,,,,,,,,,,,,,
N,,  ,N,EAST,FOOTIE,FOO,BALL,BLL,n,d,1.254794521,,,,,,,,,,01/11/2003,20,MonthEstimate,Pregnancy,,JM,28-Aug-03,-103.66,-103.84,RCC,,"JJW saw FOO looking pregnant in Aug 03, but then BALL neverseen; think FOO lost her and quickly got pregnant again with BOU",JJW,,,,,8-Jun-04,BLS,01/12/2003,0.082,220,110,MonthEstimate,DefaultDate,SiblingBirth,"Became pregnant w/ Bounce in Jan or Feb 2004, so would have needed 1-2 months to ""recover""",JM,,,,,,,,,,,,,,,,
N,,  ,N,EAST,FOOTIE,FOO,BOUNCE,BOU,n,d,2,,,n,,,8-Jul-05,,JM,,01/02/2005,18,MonthEstimate,InfantFirstSight,,JM,13-Sep-04,0.82,0.43,RCC,8-Jul-05,"very little yoy, no more than 5 mos old",JM,8-Jul-05,JM,8-Jul-05,JM,23-Jun-06,EK,30/12/2005,0.91,350,175,MonthEstimate,DeadPreWeaning,SiblingBirth,,JM,,,,,,,,,,,,,,,,
N,,  ,N,EAST,FOOTIE,FOO,FEVER,FEV,u,n,,,,wait until 2021,,,18-Mar-07,,CCC,,01/02/2007,16,WeekEstimate,InfantFirstSight,,CCC,23-Jun-06,0.73,0.12,EK,18-Mar-07,"fetal lines, small, skinny, not corking much, bowriding 1-2 mos.; also Foo must have had a couple mos to recover from loss of Bou",CCC,,,18-Mar-07,CCC,6-Apr-10,EMP,01/05/2007,,,,Unknown,DeadPreWeaning,,very skinny at first sighting and assumed did not survive the yr,JM,,,,,,,,,,,,,,,,
N,,A,N,RED CLIFF BAY,FRANKENFIN,FRA,MONSTER,MON,u,n,6.005479452,,,u,,,1-May-87,,DDD,,01/11/1986,37,MonthEstimate,SpringSummerYoy,MotherFirstSightWithCalf,RAS,,,0.5,,1-May-87,yoy in 1987,DDD,,,,,12-Sep-91,AFR,,,,,Unknown,SightingRecordPoor,Gap,"would need to look at afr and other surveys to see if Monster survived. Mentioned in old catalogue that only seen in 87, but Fra seen after that. JM EK checked again cannot add more info for death or weaning date",JM EK,,,,,,,,,,,,"would need to look at afr and other surveys to see if Monster survived. Mentioned in old catalogue that only seen in 87, but Fra seen after that.",,,,
N,,A,N,RED CLIFF BAY,FRANKENFIN,FRA,LURCH,LUR,u,n,4.084931507,,,n,,,14-May-94,,JM,,01/11/1992,31,MonthEstimate,Gap,,JM,12-Sep-91,1.83,0.69,AFR,11-Jul-93,at least 1.5 yrs. on 14 may 94,JM,14-May-94,JM,14-May-94,jm,7-Jul-96,MRH,10/06/1995,2.607,785,392.5,Unknown,SightingRecordPoor,BirthdateUncertain,,JM,,,,JM,14-May-94,7-Jul-96,785,10-Jun-95,951.5,31.19672131,2.599726776,"midpoint, large gap could be weaned or dead",,,,
N,,A,N,RED CLIFF BAY,FRANKENFIN,FRA,IGOR,IGO,n,d,7.04109589,,,n,,,13-May-97,,JM,,01/12/1996,27,MonthEstimate,InfantFirstSight,,KH,5-Sep-96,0.47,0.23,KH,23-Feb-97,1-2 mos min; chin slap and normal surfacings,KH,,,13-May-97,jm,19-Jun-98,MK,30/11/1997,0.997,402,201,MonthEstimate,Midpoint,,,JM,,,,,,,,,,,,,,,,
N,,A,N,RED CLIFF BAY,FRANKENFIN,FRA,SWAMPTHANG,SWT,u,n,3.715068493,,,n,,,24-Nov-05,,AS EK,,15/12/2003,20,MonthEstimate,InfantFirstSight,,QAG,4-Dec-02,1.23,0.2,JJW,25-Feb-04,"df erect, no fetal stripes, chin-slap surfacings, normal weight ",QAG,24-Nov-05,AS EK,24-Nov-05,AS EK,15-Apr-06,JM EK,03/02/2006,2.14,142,71,MonthEstimate,Midpoint,,,,,,,,,,,,,,,,,,,
N,,A,N,RED CLIFF BAY,FRANKENFIN,FRA,HYDE,HDE,n,d,,,,l,,,24-Aug-08,,MAS,,01/09/2007,16,MonthEstimate,SpringSummerYoy,,EK,20-Aug-06,2.01,0.98,SR BH RCC,24-Aug-08,in bp,MAS,24-Aug-08,MAS,24-Aug-08,MAS,5-Jul-09,YJT,28/01/2009,1.412,315,158,MonthEstimate,,,,,,,,,,,,,,,,,,,,
Y,D,,,EAST,FRAGGLEROCK,FRG,MARJORY,MRJ,n,d,,,,,,,,,,,01/02/2019,4,MonthEstimate,InfantFirstSight,,JM,25-May-16,3.1,0.41,VF,2-Jul-19,estimated 4-6 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,B,,,EAST,FRAGGLEROCK,FRG,GORG,GOG,still alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,E ,N,NORTH OF RED CLIFF BAY,FRILLY,FRL,FRISBY,FSB,y,y,,,,f,,y,,,,,01/11/2007,16,WeekEstimate,InfantFirstSight,,JM,29-Aug-06,1.36,0.18,BH SR,7-Jan-08,"fetal lines-faint, about 2 mos.",CCC,29-Jul-10,EMP,,,,,,,,,,,,,,MonthEstimate,Midpoint,,SAS,29-Jul-10,14-Sep-11,412,20-Feb-11,1207,39.57377049,3.297814208,,,,,
N,,E ,N,NORTH OF RED CLIFF BAY,FRILLY,FRL,FANTASIA,FTA,y,y,,,,n,,,,,,,15/12/2011,12,WeekEstimate,InfantFirstSight,,SAS,11-Dec-11,0.17,0.16,EK,10-Feb-12,"CCC mentioned that the calf looked small, no fetal lines visble in photos",CCC,13-May-16,VF,,,,,,,,,,,,,,MonthEstimate,SiblingBirth,,JM ,13-May-16,18-May-17,370,1-Jun-16,1630,53.44262295,4.453551913,,,,,
N,,E ,N,NORTH OF RED CLIFF BAY,FRILLY,FRL,FROLIC,FRC,n,d,,,,,,,,,,,01/11/2016,7,MonthEstimate,SpringSummerYoy,,JM,13-May-16,1.19,0.72,VF,22-Jul-17,"Stephanie King radioed saying that she had CAB & BBZ with CLV & calf, no age estimate. Since CLV 10-Oct-15 am asuming conceived in 2015 and had SMK in spring 2016",SJA,,,13-Aug-18,TCC,8-Jun-19,VF,09/01/2019,,,,MonthEstimate,DeadPreWeaning,,"FRC last seen on 13-Aug-18 by TCC, FRL seen without FRC on 8-Jun-19 by VF; FRL being herded Jul 2019",JM,,,,,,,,,,,,,,,,
N,,E ,N,NORTH OF RED CLIFF BAY,FRILLY,FRL,FOSSEY,FSS,still alive,,,,,,,,,,,,01/09/2021,2,MonthEstimate,SpringSummerYoy,InfantFirstSight,JM VF,29-Jan-21,1.3,0.71,CCC,17-May-22,"Frilly last confirmed sighting 29-Jan-21, but with possible sighting on 3-Jul-21. New calf estimated 7-8 months on 17-May-22, but revised to 7-10 months on next sighting. ",JM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,  ,N,EAST,FRONTSLICE,FRO,BACKSTAB,BKS,u,n,,,,u,,,1-May-87,,DDD,,01/11/1986,37,YearEstimate,MotherFirstSightWithCalf,,JM,,,0.5,,1-May-87,RAS thinks fro had calf with her in 87- no other details,DDD,,,,,,,,,,,Unknown,SightingRecordPoor,BirthdateUncertain,JM EK checked again cannot add more info for death or weaning date,JM EK,,,,,,,,,,,,,,BKS isn't in surveys,,
N,,E,P,RED CLIFF BAY,FLUTE,FUT,TOOT,OOT,still alive,,,,,,,,,,,,08/10/2021,,DayEstimate,InfantFirstSight,,VF JM,8-Oct-21,0,0,DIC,9-Oct-21,"Flute came in on Saturday 09th October with her newborn calf. Flute was seen the day before, Friday 8th at 10:10 without the calf. ",DIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,,N,WHALE BIGHT,GABRIELLA,GAB,RODRIGO,RGO,y,y,,,,u,,,,,,,01/11/2009,14,MonthEstimate,SpringSummerYoy,,EMP,5-Jul-08,1.91,0.59,EK EMP,3-Jun-10,calf estimated to be 8 months old,EMP,23-Oct-11,EK,,,27-May-13,JM,,,,,,,,,,MonthEstimate,Midpoint,,JM,14-Sep-12,23-May-13,251,17-Jan-13,1173.5,38.47540984,3.206284153,,,,,
N,,,N,WHALE BIGHT,GABRIELLA,GAB,FRIDA,FRD,n,d,,,,n,,,,,,,21/10/2013,10,DayEstimate,InfantFirstSight,,JM,14-Oct-13,0.03,0.01,MMW,25-Oct-13,aristocat photo 25-Oct-13; JM says less than 1 week based on photo,ARISTOCAT,,,23-Nov-13,EK,3-Jul-14,JM,14/03/2014,0.39,222,111,MonthEstimate,Midpoint,,,EK,,,,,,,,,,,,,,,,
N,,,N,WHALE BIGHT,GABRIELLA,GAB,MANU,MNU,n,d,,,,,,,26-Oct-15,,EK,,25/10/2015,8,DayEstimate,InfantFirstSight,,EK,17-Sep-15,0.11,0,MLM,26-Oct-15,"folds and lumpy, df not fully erect, sunken at neck, cork-up and chin-slaps, few exact synchrony with mom, mostly in echelon, few by eye, bp<30sec",EK,,,26-Oct-15,EK,12-May-16,VF,02/02/2016,0.275,,,MonthEstimate,Midpoint,,,JM,,,,,,,,,,,,,,,,
N,,  ,N,GUICH FLATS,GAFF,GAF,GOOF,GOF,y,n,6.002739726,,,e,,,3-Aug-01,,,,01/11/2000,23,YearEstimate,Gap,,JM,11-Feb-97,4.47,0.75,KH,3-Aug-01,No size information,RCC,20-Jun-06,EK,20-Jun-06,EK,24-Jun-08,JM,,,,,Unknown,NotSightedPostWeaning,,,JM EK,MonthEstimate,Midpoint,SiblingBirth,JM,20-Jun-06,18-Jul-06,28,4-Jul-06,2071,67.90163934,5.658469945,Need to check MK 2005 film to determine if old or young calf; GAF could have had another calf between sightings,,,,
N,,  ,N,GUICH FLATS,GAFF,GAF,POOF,POF,y,y,,,,n,,,,,,,01/11/2006,17,MonthEstimate,InfantFirstSight,,JM,20-Jun-06,2.01,1.65,EK,24-Jun-08,1.5-2 yrs old,JM,9-Nov-10,EK,,,,,,,,,,,,,,MonthEstimate,SiblingBirth,DefaultDate,JM,9-Nov-10,28-Jun-15,1692,1-May-11,1642,53.83606557,4.486338798,,,,,
N,,  ,N,GUICH FLATS,GAFF,GAF,GAUCHE,GAU,y,y,,,,n,,,28-Jun-15,,EK,,01/11/2012,11,YearEstimate,Gap,,JM,9-Nov-10,4.63,2.65,EK,28-Jun-15,"2.5-3 yrs old, but JM estimates from photos older",EK,28-Jun-15,EK,,,,,,,,,,,,,,MonthEstimate,SiblingBirth,Midpoint,JM,28-Jun-15,20-May-16,327,8-Dec-15,1132.5,37.13114754,3.094262295,,,,,
N,,  ,N,GUICH FLATS,GAFF,GAF,GAWK,GAW,y,,,,,,,,25-Jun-19,25-Jun-19,VF,VF,01/05/2016,7,WeekEstimate,InfantFirstSight,,VF,28-Jun-15,0.9,0.05,EK,20-May-16,"JM - fetal lines and in bp, VF about 2-3 weeks",VF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,,,HERALD BIGHT,GANGSTA,GAN,LIZZO,LZZ,y,n,,,,,,,,,,,01/11/2017,,MonthEstimate,Gap,,JM,2-Jun-16,3.31,1.9,VF,25-Sep-19,calf looks too big to be less than a year old on 25Sep19; probably 1Nov17 birthdate,MHM,3-Dec-19,MHM,,,,,,,,,,,,,,YearEstimate,Reduced MC Association,Midpoint,VF,3-Dec-19,12-Nov-21,710,22-Nov-20,1117,36.62295082,3.051912568,,,,,
Y,B,,,HERALD BIGHT,GANGSTA,GAN,MAFIOSO,MFS,still alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,,,PERON,GOBI,GBI,KALAHARI,KLH,still alive,,,,,,,,,,,,07/03/2022,,WeekEstimate,InfantFirstSight,,VF JM,27-Jun-18,3.99,0.29,EK MLM,22-Jun-22,"Gobi last seen 2018. Calf first seen 22-Jun-22, yoy. Baby looks very small.  I would have said 3-4 months at most.",VF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,F ,N,RED CLIFF BAY,GHANDI,GHA,ARCHBISHOP DESMOND TUTU,TUT,n,d,,,,l,,,11-Apr-04,16-Jun-06,QAG,EK,01/03/2004,19,WeekEstimate,InfantFirstSight,,QAG,18-Feb-04,0.07,0.04,AS,14-Mar-04,"df leans to right, fetal stripes, normal weight but very small, ""cork up"" surfacings (see 1st sight sheet)",QAG,,,11-Apr-04,qag,4-Aug-04,MK,07/06/2004,0.27,115,58,MonthEstimate,Midpoint,,,JM,,,,,,,,,,,,,,,,
N,,,,EAST,GALAXY,GLX,DIPPER,DIP,u,,,,,u,,,,,,,02/05/2012,11.2,MonthEstimate,MotherFirstSightWithCalf,,CBK,28-May-03 BLS or 26-Aug-13,#VALUE!,2.2,MMW,13-Jul-14,1.5-2.5 yrs,JM,,,19-Jul-14,EMP,13-Oct-16,CBK,UNKNOWN,,,,,,,,,,,,,19-Jul-14,13-Oct-16,817,31-Aug-15,1216.5,39.8852459,3.323770492,DEAD OR WEANED,,,,
N,,H ,N,EAST,GIMP,GMP,CRIMP,CIM,n,d,,,,f,,,,,,,01/11/2012,11,MonthEstimate,SpringSummerYoy,,VF,9-Sep-12,0.49,0.35,EK,8-Mar-13,"GMP pregnant Sep 2012, Checconi's saw with calf on 8Mar13",CCC,,,8-Mar-13,CCC,25-May-13,JM,15/03/2013,0.37,78,39,MonthEstimate,SiblingBirth,,must have died soon after CCC sighting bc of Shrimp birth,JM,,,,,,,,,,,,,,,,
N,,H ,N,EAST,GIMP,GMP,SHRIMP,SHR,y,y,,,,,,,,,,,01/01/2014,9,WeekEstimate,InfantFirstSight,,JM,29-Nov-13,0.28,0.19,EK,12-Mar-14,"Very tiny- Looks 3.5 months (3-4) (JM – 29-Jun) - From CCC photos no fetal lines or folds, df erect",CCC,30-May-17,EK,,,,,,,,,,,,,,WeekEstimate,Reduced MC Association,,JM,30-May-17,1-Jul-17,32,15-Jun-17,1261,41.3442623,3.445355191,,,,,
N,,H ,N,EAST,GIMP,GMP,DIMPLE,DPL,y,,,,,,,,,,,,01/01/2019,,MonthEstimate,InfantFirstSight,,JM,30-Jun-18,0.91,0.41,EK,30-May-19,"estimated 4-6 months, no fetal lines, mostly bp no ech, max distance 2",VF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,,N,GUICH FLATS,GNOCCHI,GNO,RISOTTO,RSO,y,n,,,,u,,,,,,,01/11/2002,21,YearEstimate,MotherFirstSightWithCalf,,JM,,,3.04,,15-Nov-05,No size information; assigned bday based on photos and SSSS,RCC,16-Sep-06,RCC,,,,,,,,,,,,,,MonthEstimate,Midpoint,BirthdateUncertain,JM,16-Sep-06,14-Feb-08,516,1-Jun-07,1673,54.85245902,4.571038251,,,,,
N,,,N,GUICH FLATS,GNOCCHI,GNO,ALDENTE,ALD,n,d,,,,n,,,14-Feb-08,,CCC,,15/12/2007,16,WeekEstimate,InfantFirstSight,,CCC,16-Sep-06,1.41,0.17,RP SR,14-Feb-08,"""maybe a couple of months?"" in 15-Feb-08 email from Simo",CCC,,,14-Feb-08,CCC,18-Jan-12,CCC,01/05/2008,0.38,,,YearEstimate,DefaultDate,SiblingBirth,Dead preweaning. Had to have died 2008 or early 2009,JM,,,,,,,,,,,,,,,,
N,,,N,GUICH FLATS,GNOCCHI,GNO,POLENTA,PLT,y,,,,,,,,,,,,01/09/2010,13,YearEstimate,Gap,,EK JM,14-Feb-08,3.93,1.38,CCC,18-Jan-12,"CCC seen with PLT, looking at photos calf has a clean young look but no fetal lines, rostrum very young looking I would say ~1-2yrs (EK); Jul-12 by JM seen with PLT, JM commented that is a large calf 2-3 yrs old; Oct/Nov-13 by EK and MMW with PLT, EK commented that calf looked to be 3 years old",CCC,27-Dec-14,MMW,27-Dec-14,MMW,11-Jun-15,JM,,,,,,,,,,MonthEstimate,Midpoint,,EK,27-Dec-14,11-Jun-15,166,20-Mar-15,1661,54.45901639,4.538251366,,WEANED OR DEAD,,,
N,,,N,GUICH FLATS,GNOCCHI,GNO,ORZO,ORZ,y,,,,,,,,,,,,01/11/2015,8,YearEstimate,Gap,,EK,11-Jun-15,3.54,3.15,JM,24-Dec-18,"EK: from photos looks to be 2-3 yrs old, in bp",CCC,,,24-Dec-18,CCC,5-Feb-22,CCC,,,,,,,,,,,,,,,,,,,,,"GNO seen without ORZ 5-Feb-22, uncertain survival status due to gap but probably weaned",WEANED OR DEAD,,,
N,,E,N,RED CLIFF BAY,GOBLIN,GOB,GHOST,GHO,y,y,8.065753425,,,u,y,,28-Aug-03,27-Sep-00,JJW,RW,10/10/1991,32,WeekEstimate,InfantFirstSight,,JM,20-Sep-91,0.12,0.07,JM,3-Nov-91,"~3 wks, baby going BP, fetal folds, no chin-ups, estimate early Oct.",JM,21-May-94,JM,21-May-94,JM,13-Jul-94,RCC,,,53,27,,,,,,WeekEstimate,Midpoint,,JM,21-May-94,13-Jul-94,53,16-Jun-94,980.5,32.14754098,2.678961749,ghost weaned around july 94 and still alive,,,,
N,,E,N,RED CLIFF BAY,GOBLIN,GOB,GREMLIN,GRM,n,d,,,,l,,,28-May-00,27-Sep-00,JM,RW,01/11/1999,24,MonthEstimate,SpringSummerYoy,,JM,9-Sep-99,0.72,0.57,JM,28-May-00,GRM yoy. In BP,JM,,,28-May-00,JM,27-Aug-00,CF,12/07/2000,0.697,91,46,MonthEstimate,,,most likely dead- GOB sighted by CF 27-Aug-00 w/out gremlin,JM,,,,,,,,,,,,,,,,
N,,A ,N,EAST,GODIVA,GOD,MORSEL,MRS,y,n,8.005479452,,,u,,,,,,,01/11/1994,29,YearEstimate,Gap,,JM,1-May-87,10.24,2.73,DDD,26-Jul-97,at least 1yr-JM based on photo,MRH,26-Jul-97,MRH,8-Sep-97,BF,8-Dec-98,AS,,,456,228,,,,,,YearEstimate,BirthdateUncertain,Midpoint,JM,8-Sep-97,8-Dec-98,456,24-Apr-98,1270,41.63934426,3.469945355,"by midpoint, but birthday unclear",,,,
N,,A,N,EAST,GODIVA,GOD,MYSTIQUE,MYS,y,n,,,,n,,,,,,,01/01/1999,25,MonthEstimate,GAP,,JM,,,-99,,,,,,,,,,,,,,,,,,,,MonthEstimate,Midpoint,,JM,18-Jun-02,28-Aug-02,71,23-Jul-02,1299,42.59016393,3.549180328,MYS matched to GOD based on SNPs but with GOD in surveys until GOD pregnant with FON. We are not sure of MYS bday so not sure of weaning age exactly.,,,,
N,,A ,N,EAST,GODIVA,GOD,FONDUE,FON,y,n,,,,n,,,8-Dec-04,,AKC,,01/11/2002,21,MonthEstimate,SpringSummerYoy,,BLS,18-Jun-02,0.76,0.39,JM,22-Mar-03,yoy,BLS,8-Dec-04,AKC,8-Dec-04,AKC,8-Jul-05,RCC,01/05/2006,,212,106,YearEstimate,StoppedSightingPostWeaning,Over 3 Years,,EK,MonthEstimate,,,JM,8-Dec-04,8-Jul-05,212,1-Jul-05,973,31.90163934,2.658469945,"could have died, but was at least 2 so assume survived.",,,,
N,,A ,N,EAST,GODIVA,GOD,LINDT,LNT,y,y,,,,n,,,,,,,01/11/2007,16,MonthEstimate,SpringSummerYoy,,JM,12-Jun-07,1.15,0.76,JM,6-Aug-08,"est 1-2 yrs, but must have been yoy based on sighting dates",EK,11-Sep-11,EK,,,,,,,,,,,,,,MonthEstimate,Midpoint,,SAS,11-Dec-11,30-Sep-12,294,6-May-12,1648,54.03278689,4.50273224,LNT with GOD but not in bp on 11-Dec-11,,,,
N,,A ,N,EAST,GODIVA,GOD,GHIRARDELLI,GHD,n,d,,,,,,,,,,,01/11/2012,11,MonthEstimate,SpringSummerYoy,,JM,30-Sep-12,0.81,0.73,EK,24-Jul-13,"MMW estimate ~1yr, but must be younger (JM)",MMW,,,4-Aug-13,MMW,20-Jun-14,EMP,11/01/2014,1.195,320,160,MonthEstimate,Midpoint,,,JM,,,,,,,,,,,,,,,,
N,,,N,PERON,GORILLA,GOR,GOON,GON,u,n,,,,u,,,,29-Jul-04,,JM,01/11/2002,21,YearEstimate,MotherFirstSightWithCalf,,JM,,,1.41,,31-Mar-04,"says ""goon is one yr old calf of gorilla"" in all film",JM,29-Jul-04,BLS,29-Jul-04,BLS,,,01/05/2005,,,,YearEstimate,UncertainSurvivalStatusPreWeaning,MotherCalfNotSightedSince,only seen twice in 2004 distinctive mom,EK,,,,,,,,,,,,,,,,
N,,D ,N,EAST,GROOVY,GRV,COOLIO,COI,y,n,,,,u,,,,,,,01/11/1999,24,YearEstimate,MotherFirstSightWithCalf,,JM,,,2.74,,29-Jul-02,large calf based on photos,RCC,29-Jul-02,RCC,,,,,,,,,,,,,,MonthEstimate,Midpoint,BirthdateUncertain,JM,29-Jul-02,5-Jul-03,341,15-Jan-03,1171.5,38.40983607,3.200819672,,,,,
N,,D ,N,EAST,GROOVY,GRV,RADICAL,RDC,y,n,,,,n,,,,,,,01/04/2006,17,WeekEstimate,InfantFirstSight,,JM,25-Sep-04,1.63,0.11,RCC,13-May-06,Less than 2 mos. Fetal lines,JM,6-Jun-06,JM EK,6-Jun-06,JM EK,11-Jun-10,EMP,,,,,,,,,,YearEstimate,SiblingBirth,Gap,JM,6-Jun-06,11-Jun-10,1466,15-Sep-09,1263,41.40983607,3.450819672,,,,,
N,,D ,N,EAST,GROOVY,GRV,JIVE,JIV,y,y,,,,n,,,,,,,01/11/2009,14,MonthEstimate,SpringSummerYoy,,EMP,6-Jun-06,4.01,0.61,JM,11-Jun-10,,EMP,17-Sep-11,EK,,,,,,,,,,,,,,MonthEstimate,DefaultDate,SiblingBirth,JM,17-Sep-11,30-Aug-12,348,1-May-12,912,29.90163934,2.491803279,,,,,
N,,D ,N,EAST,GROOVY,GRV,RIGHTEOUS,RGS,y,y,,,,,,,,,,,01/11/2012,11,WeekEstimate,InfantFirstSight,SpringSummerYoy,JM,,,0.88,,20-Sep-13,JM est 1yr,JM,30-May-17,EK,,,18-Jun-17,VF,,,,,,,,,,WeekEstimate,Midpoint,,EK,30-May-17,18-Jun-17,19,8-Jun-17,1680.5,55.09836066,4.591530055,,,,,
Y,D,D ,N,EAST,GROOVY,GRV,FANCY,FCY,still alive,,,,,,,,,,,,15/10/2020,3,WeekEstimate,InfantFirstSight,,JM VF,16-Jul-19,1.51,0.26,VF,18-Jan-21,JM estimates calf about 3 months,CCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,  ,N,WHALE BIGHT,GRETEL,GTL,HANSEL,HSL,u,n,,,,u,,,19-Sep-04,19-Sep-04,MK,MK,29/10/2003,20,WeekEstimate,InfantFirstSight,,JJW,28-Jan-03,0.79,0.04,AS,11-Nov-03,"small calf,fetal folds, by mum head, lumpy, cups, est. 2 wks",JJW,19-Sep-04,MK,19-Sep-04,MK,,,01/05/2005,,,,YearEstimate,UncertainSurvivalStatusPreWeaning,MotherCalfNotSightedSince,GTL given a 1-May-06 death date,EK JM,,,,,,,,,,,,,,,,
N,,H,S,EAST,GUMBY,GUM,POKEY,POK,y,n,4.002739726,0.419178082,n,e,,,3-Apr-91,,AFR,,01/11/1985,38,YearEstimate,MotherFirstSightWithCalf,,JM,,,-85.84,,,somebody should check their notes; <= Sum 85-86?,,,,,,,,,,,,,,,,,YearEstimate,DefaultDate,,JM,,,,1-Jun-89,1308,42.8852459,3.573770492,"guessing weaning date, birthdate unclear. Suspected to be Jangle",,,,
N,,H,S,EAST,GUMBY,GUM,GOOBER,GOO,y,y,4.002739726,0.784931507,n,n,,,14-Aug-02,,RCC,,01/11/1989,34,MonthEstimate,SpringSummerYoy,,JM,5-Jul-88,1.81,0.48,AFRBBS,26-Apr-90,"new baby this year, very small",JM,10-Jul-92,JM,10-Jul-92,JM,30-Jul-93,AS,,,385,193,,,,,,MonthEstimate,Midpoint,,JM,10-Jul-92,30-Jul-93,385,18-Jan-93,1174.5,38.50819672,3.209016393,because weaned by 93 so mdpt,,,,
N,,H,S,EAST,GUMBY,GUM,MUMBLES,MUM,y,y,4.002739726,0.104109589,n,n,,,28-Aug-03,,RCC,,01/11/1993,30,MonthEstimate,SpringSummerYoy,,JM,30-Jul-93,0.71,0.45,AS,15-Apr-94,no size/age est.; JM remembers Mum as very small (might be comment in a follow)-flanks look sunken in 96 photo.,JM,12-Jul-97,MRH,7-Oct-97,MRH,9-Dec-97,CF,,,63,32,,,,,,MonthEstimate,SiblingBirth,,JM,9-Sep-97,9-Oct-97,30,24-Sep-97,1423,46.6557377,3.887978142,midpoint,,,,
N,,H,S,EAST,GUMBY,GUM,GIMP,GMP,y,y,4.917808219,1.221917808,n,n,,,,,,,01/11/1997,26,MonthEstimate,SpringSummerYoy,,MRH,7-Oct-97,0.47,0.4,MRH,28-Mar-98,yoy ,MRH,20-Oct-99,JM,19-Jul-01,RCC,5-Sep-01,RCHS,,,48,24,,,,,,WeekEstimate,Midpoint,,JM,5-Jul-01,19-Jul-01,14,12-Jul-01,1349,44.2295082,3.68579235,pretty spot on based on sightings,,,,
N,,H,S,EAST,GUMBY,GUM,GUPPY,GUP,y,y,7,1.5,y,n,,,,,,,01/10/2002,21,MonthEstimate,SpringSummerYoy,,BLS,10-Sep-02,0.49,0.43,DFB,7-Mar-03,bls thought large,BLS,28-Jul-07,EK,28-Jul-07,EK,6-Jun-08,JM,,,,,,,,,,MonthEstimate,Midpoint,,JM,28-Jul-07,6-Jun-08,314,1-Jan-08,1918,62.8852459,5.240437158,,,,,
