Dolphin ID,Dolphin Name,Temporary Dolphin Ind,Sex,Sex Certainty,Mother ID,Birth Date Accuracy,Birth Date,Birth Date Earliest,Birth Date Latest,Birth Date Primary Reason,Birth Date Secondary Reason,Birth Date Primary Assigner,Birth Date Secondary Assigner,Birth Notes,Death Date Accuracy,Death Date,Death Date Primary Reason,Death Date Secondary Reason,Death Date Calc Type,Death Date Primary Assigner,Death Date Secondary Assigner,Death Notes,Weaning Date Accuracy,Weaning Date,Weaning Date Primary Reason,Weaning Date Secondary Reason,Weaning Date Calc Type,Weaning Date Primary Assigner,Weaning Date Secondary Assigner,Weaning Age Known,Weaning Notes,Last Seen Year,Dolphin Notes
CRS,CRASH,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1991,11/1/1975,11/1/1993,SSSS,,JM,,,,,,,,,,,,,,,,,,,,,"Probably being herded in 2001 and 2002 surveys. Originally thought part of male alliance so would have been adult size at first sighting. Had calf in 2009, but likely had calves before. Need to check gap in sightings between 2004-2008. Peron dolphin."
CRU,CRUNCH,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1977,11/1/1972,11/1/1977,91CAT,,EK,JM,"JM remembers Crunch Bunch considered punks in 1980s, adolescent males.",MONTH ESTIMATE,01/05/1993,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,EK,JM,Almost never without other Crunch Bunchers but then not seen at all in 1993.,,,,,,,,,,1992,
CRV,CREVICE,FALSE,FEMALE,HIGH,NOO,MONTH ESTIMATE,11/01/1994,,,SPRING SUMMER YOY,,JM,,RCC THOUGHT LOOKS TOO YOUNG TO BE CORNER BUT NO OTHER SIZE INFORMATION,,,,,,,,,MONTH ESTIMATE,6/22/1997,REDUCED MC ASSOCIATION,SIBLING BIRTH,MIDPOINT,JM,,YES,BASED ON LAST BP (SURVEY) AND BEGINNING AUG 97 SIGHTINGS OF CRV AND NOO ALONE OFF AND ON,2006,
CSA,CASANOVA,FALSE,UNKNOWN,,CYR,WEEK ESTIMATE,12/01/2018,11/15/2018,1/1/2019,INFANT FIRST SIGHT,,JM,CCC,"No fetal lines visible - smooth,  looks about 2.5 mos.",DAY ESTIMATE,09/04/2019,SHARK ATTACK,,MIDPOINT,JM,,last seen 1Apr19; CYR seen 12Apr19 with serious shark wounds,,,,,,,,,,,
CSH,CHESHIRE,FALSE,,,MDH,YEAR ESTIMATE,11/01/2020,11/1/2019,1/1/2021,GAP,,VF,JM,Mad Hatter last seen 25-Sep-19. calf estimated 1.5 years on 28May22 but only a quick look,,,,,,,,,,,,,,,,,,,
CSK,CHEESECAKE,TRUE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1995,11/1/1993,11/1/1996,SSSS,,JM,,,MONTH ESTIMATE,01/05/2014,OVER 3 YEARS,SIGHTED OFTEN PREVIOUSLY,DEFAULT DATE,EK,,Seen every year and then not for 3 years. Not sure if her calf survived either. Put as probably dead because she might turn up.,,,,,,,,,,,
CSN,CONSTANCE,FALSE,UNKNOWN,,CTY,MONTH ESTIMATE,11/01/2013,11/1/2013,5/1/2014,SPRING SUMMER YOY,,EK,,"~ 1yr had no folds or stripes, df erect, weight and surfacing normal, most synchrony with mom, bp 1-5 min no ech or eye, Ctr, max distance from mom 2 predominant bp",,,,,,,,,YEAR ESTIMATE,7/24/2017,REDUCED MC ASSOCIATION,SIBLING BIRTH,MIDPOINT,JM,,YES,CSN could have been weaned in 2018 so put year estimate.,,
CSO,CASINO,FALSE,,,VEG,YEAR ESTIMATE,11/01/2019,11/1/2018,11/1/2020,GAP,,VF,JM,"Vegas last sighted 28-Jun-18, older calf first seen 11-Jun-22.",,,,,,,,,,,,,,,,,,,
CTA,CALAMATA,FALSE,,,OLI,MONTH ESTIMATE,10/01/2007,,,INFANT FIRST SIGHT,,JM,,looks 3-4 months based on picture,MONTH ESTIMATE,16/04/2009,,,MIDPOINT,JM,,,,,,,,,,DIED PREWEANING,,,
CTL,CUTTLEFISH,FALSE,,,CLO,MONTH ESTIMATE,01/01/2021,1/1/2021,11/1/2021,SSSS,,JM,VF,Clownfish lost her last calf late 2019 so probably didn't get pregnant until early 2020 at best -as LSD was >9 months old when disappeared. Birthdate range 1-Jan-21 to 1-Nov-21 month estimate based on demise of LSD and size estimates from photos,,,,,,,,,,,,,,,,,,,DAP name FFI - Firefish
CTN,CATAN,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1994,11/1/1992,11/1/1997,SSSS,,EK,,Seen 2006 and 2012 with the same males and had a couple of speckles on dorsal side.,,,,,,,,,,,,,,,,,date first seen incorrect- should be 16 sep 06 instead of 14 sep 06,,added by VF/CBK
CTR,CRITTER,FALSE,,,,,11/01/1985,,,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,,1999,
CTS,CONTESSA,FALSE,,,KNG,MONTH ESTIMATE,12/01/2021,11/1/2021,2/1/2022,SPRING SUMMER YOY,,VF,JM,"King last seen 4-Dec-19. Contessa first seen 15-Jul-22, yoy, looks 6-8 mos",,,,,,,,,,,,,,,,,,,
CTT,CANTATA,FALSE,MALE,HIGH,CAD,MONTH ESTIMATE,11/01/2012,7/1/2012,12/1/2012,,,MMW,,,,,,,,,,,MONTH ESTIMATE,12/13/2017,END BP,REDUCED MC ASSOCIATION,MIDPOINT,JM,,YES,Last seen BP 19May17 and then not together 9Jul18.,,"large yoy or maximum 1 year old, smaller than MAZ; entered by CBK"
CTY,CHATTERLEY,TRUE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1998,,,REPRODUCTIVE AGE,,JM,,"We strongly suspect that CTY is SKM, calf of SRP. So we assigned same bday. It fits her lack of lat and df speckles.",,,,,,,,,,,,,,,,,,,
CTZ,CHUTZPAH,FALSE,MALE,HIGH,HFF,DAY ESTIMATE,06/01/2022,5/30/2022,6/2/2022,INFANT FIRST SIGHT,,VF,JM,"Huff last sighted 28-May-22, calf first seen on 4-Jun-22. I think the calf was a couple of days old, but not much more. Ech the whole time with lots of chin slaps, and not very synchronous with mom, but no corking up and not too lumpy",,,,,,,,,,,,,,,,,,,
CUB,CUBBY,FALSE,,,NOO,MONTH ESTIMATE,11/01/2000,,,SPRING SUMMER YOY,,JM,,YOY,YEAR ESTIMATE,01/05/2006,OVER 3 YEARS,,DEFAULT DATE,EK,JM,Fin could have changed.,MONTH ESTIMATE,6/2/2005,REDUCED MC ASSOCIATION,SIBLING BIRTH,MIDPOINT,JM,,YES,MIDPOINT,2004,
CUM,CHUM,FALSE,MALE,LOW,,YEAR ESTIMATE,11/01/1990,,,ASSIGNED 10 YRS,,JM,,,,,,,,,,,,,,,,,,,,,
CUR,CURLY,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1983,11/1/1982,11/1/1983,91CAT,SSSS,EK,JM,Juvenile in 88 and 91.,,,,,,,,,,,,,,,,,,2004,
CUV,CURVES,TRUE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1994,11/1/1994,11/1/1996,SSSS,REPRODUCTIVE AGE,EK,JM,Originally assigned default of 10 years but repro age and speckles match that age estimate.,,,,,,,,,,,,,,,,,,,
CUZ,CUZCO,TRUE,,,,YEAR ESTIMATE,11/01/1977,11/1/1967,11/1/1977,SSSS,,EK,JM,Quite a few DF specks in 2002.,YEAR ESTIMATE,01/05/2008,RARELY SIGHTED,OVER 3 YEARS,DEFAULT DATE,EK,JM,Distinctive.,,,,,,,,,,,
CVO,CALVADOS,FALSE,FEMALE,HIGH,SVD,WEEK ESTIMATE,02/01/2010,1/1/2010,3/1/2010,,,JM,,,,,,,,,,,MONTH ESTIMATE,3/27/2013,,,MIDPOINT,JM,,YES,,,estimated 3 months old at first sight in May 2010.
CYA,CEEYA,FALSE,MALE,HIGH,BAY,MONTH ESTIMATE,11/01/2001,,,INFANT FIRST SIGHT,,LAB,,"25-APR-02-LAB: NO FETAL MARKS, DF ERECT, EYES OPEN, NORMAL SURFACINGS, MOST SURFACINGS SYNCH WITH MOM, MOSTLY ECHELON WITH MOM, BP 1-5 MINUTES, MIN AND MAX DISTANCE - ALWAYS BP, NO TOURING",,,,,,,,,MONTH ESTIMATE,1/28/2005,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,MIDPOINT,2007,
CYC,CYCLONE,FALSE,,,SKW,MONTH ESTIMATE,11/01/1995,,,SPRING SUMMER YOY,,JM,,NO SIZE INFORMATION,YEAR ESTIMATE,27/07/1998,SIGHTING RECORD POOR,SIBLING BIRTH,,JM,,BirthdateUncertainnot sure if weaned or dead,MONTH ESTIMATE,7/27/1998,SIBLING BIRTH,REDUCED MC ASSOCIATION,MIDPOINT,JM,,NO,"MIDPT, BUT ALSO BIRTH OF HURRICANE, SO PROBABLY WEANED, IF SURVIVED BY JULY 98",1997,
CYN,CYAN,FALSE,UNKNOWN,,IND,YEAR ESTIMATE,11/01/2007,11/1/2007,11/1/2008,,,JM,,,,,STOPPED SIGHTING POST WEANING,,,,,Fin not very distinctive.,MONTH ESTIMATE,2/26/2011,,,MIDPOINT,SAS,,NO,,,RCC thought CYN looked 2 yrs old at first sight in Aug 2010. Gap in sightings so need to check records.
CYP,CYPRESS,TRUE,FEMALE,LOW,,YEAR ESTIMATE,11/01/1994,,,ASSIGNED 10 YRS,,SAS,,,,,,,,,,,,,,,,,,,,,
CYR,CYRANO,FALSE,FEMALE,HIGH,,MONTH ESTIMATE,11/01/1989,11/1/1988,11/1/1989,SSSS,REPRODUCTIVE AGE,EK,JM,JJW thought was juvie in 2003 and she had no lat specks in 2006 so we think she is young and had her first calf PNC at age 12.,,,,,,,,,,,,,,,,,,2007,
CYS,CRYSTAL,FALSE,FEMALE,HIGH,CCO,MONTH ESTIMATE,15/01/2005,1/1/2005,2/1/2005,,,RCC,,,,,,,,,,,YEAR ESTIMATE,5/1/2009,,,DEFAULT DATE,SAS,,NO,"CYS w/ CCO 9Nov06, bp not noted. CYS not sighted again until 2010, CCO was sighted in 2009 w/o CYS.",,RCC estimated less than 6 mos at first sight.
CYU,CYRUS,FALSE,UNKNOWN,,CYR,WEEK ESTIMATE,12/01/2016,11/15/2016,12/15/2016,INFANT FIRST SIGHT,,EK,,faint fetal lines and trailing edge slightly wavy. in echelon and bp from photos.,WEEK ESTIMATE,27/04/2017,DEAD PREWEANING,,OTHER,JM,,Mother had shark bite injuries that were about 3 weeks old.,,,,,,,,,,,
CZA,CZAR,FALSE,MALE,HIGH,,,11/01/1988,,,SSSS,,,,,,,,,,,,,,,,,,,,,,2007,
DAB,DABBLE,FALSE,,,DID,WEEK ESTIMATE,11/02/2002,,,INFANT FIRST SIGHT,,CF,,"CALF HAS CHUBBY FACE BUT SUNKEN BEHIND HEAD, VERY DARK IN COLOR, DF LISTS HARD TO LEFT, SOME SURFACINGS ALONE WITH CIRCLING AT SURFACE, NEW CALF FORM COMPLETED; 6 DEC 02: DID CALF=LIGHT IN COLOR, DORSAL FIN FLOPS LEFT, MAY BE TEAR (WHITE) ON RIGHT SIDE OF DORSAL FIN, SURFACES OFTEN WITHOUT MOM, SWIMS AT MOM'S HEAD, ROLLS/LISTS WHEN SURFACING, DOESN'T HAVE GOOD CONTROL, MAY HAVE FLOPPY FLUKES, DISTANCE 0-1 FROM MOM.  HARVEY SAW ~ NOV 20",MONTH ESTIMATE,27/01/2003,,,MIDPOINT,JM,,AS CF saw dabble in very bad shape in Dec. See notes.,,,,,,,,DIED PREWEANING,,2003,
DAF,DAFFY,FALSE,,,,YEAR ESTIMATE,11/01/1977,11/1/1957,11/1/1977,91CAT,,JM,,JM recalls DAF was adult in late 1980s. Might have been in an alliance.,YEAR ESTIMATE,01/05/1993,RARELY SIGHTED,OVER 3 YEARS,DEFAULT DATE,JM,,DAF seen in 1989 and no other records.,,,,,,,,,,,
DAG,DAGWOOD,FALSE,MALE,HIGH,,,11/01/1978,,,SSSS,91CAT,,,,,,,,,,,,,,,,,,,,,2004,
DAH,DAHL,FALSE,,,LEN,WEEK ESTIMATE,30/10/2020,10/15/2020,11/5/2020,INFANT FIRST SIGHT,,JM,VF,"calf looks very young, Lentil last seen 18Sep20 by CCC, first calf sight 15Nov20 by DIC",WEEK ESTIMATE,22/11/2020,DEAD PREWEANING,,MIDPOINT,VF,,DIC saw Lentil at the beach with males and no calf on 30Nov20,,,,,,,,,,,
DAI,DAISY,FALSE,MALE,HIGH,TUL,MONTH ESTIMATE,09/01/2008,,,INFANT FIRST SIGHT,,JM,,,,,,,,,,,MONTH ESTIMATE,3/23/2012,,,MIDPOINT,SAS,,YES,,,
DAL,DALI,FALSE,MALE,HIGH,DOZ,YEAR ESTIMATE,11/01/1994,,,MOTHER FIRST SIGHT WITH CALF,,JM,,NO SIZE/AGE EST.-CHECK PHOTOS?/ JM FOLLOWED IN 98-ESTIMATED MORE THAN 2.5 YRS,,,,,,,,,YEAR ESTIMATE,12/10/1998,,,DEFAULT DATE,JM,,NO,min weaning age; DAL could have been born earlier and weaned later; males interested in DOZ in 1998,2007,
DAN,DANTE,FALSE,MALE,HIGH,,,11/01/1986,,,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,,2006,
DAS,DASANI,FALSE,UNKNOWN,,BRT,YEAR ESTIMATE,11/01/2008,11/1/2006,11/1/2009,GAP,,JM,,not a yoy... Brita had Evian soon after first sighting of DAS so the calf must have been old and weaned right after (before Evians birth),,,,,,,,,MONTH ESTIMATE,11/1/2012,SIBLING BIRTH,,OTHER,JM,,YES,,,
DAZ,DAZZLE,FALSE,,,,,11/01/1981,,,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,,,
DBH,DOUBLEHOOK,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1972,,,SSSS,91CAT,,,Photos not good enough to improve on age estimate.,YEAR ESTIMATE,01/05/1988,OVER 3 YEARS,,DEFAULT DATE,EK,JM,Few data on DBH.,,,,,,,,,,,
DBO,DABO,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1991,,,,,,,,,,,,,,,,,,,,,,,,,2002,
DBT,DOUBT,FALSE,MALE,HIGH,SHO,MONTH ESTIMATE,11/01/2005,,,SPRING SUMMER YOY,,JM,,YOY,,,,,,,,,MONTH ESTIMATE,5/1/2009,,,DEFAULT DATE,JM,,YES,sho seen 4-nov-09 with new calf whr (dbt not there),2007,
DCH,DRENCH,FALSE,FEMALE,HIGH,SOG,WEEK ESTIMATE,15/02/2011,,,,,JM,,,,,,,,,,,DAY ESTIMATE,10/15/2014,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,SOG DCH not seen earlier in 2014,,CCC sighted 18-Mar-11 and said that calf was swimming near the eye or dorsal fin; fetal lines visible in photos
DCK,DECKIE,FALSE,UNKNOWN,,DOD,DAY ESTIMATE,24/11/2017,11/18/2017,11/27/2017,INFANT FIRST SIGHT,,CBK,,fetal lines and whiskers and smaller than flex. did some CUPs. Mostly echelon. BP less than 30 sec.,,,,,,,,,MONTH ESTIMATE,5/1/2021,SIBLING BIRTH,,DEFAULT DATE,VF,,YES,,,
DCR,DANCER,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1981,11/1/1976,11/1/1981,REPRODUCTIVE AGE,SSSS,EK,JM,DCR could have been older based on DF speckles in 2012.,YEAR ESTIMATE,01/05/2015,OVER 3 YEARS,,DEFAULT DATE,EK,JM,She has some 2 year gaps in sightings and is over 30.,,,,,,,,,,2006,
DDO,DODO,FALSE,,,DEM,WEEK ESTIMATE,15/11/2020,10/15/2020,12/1/2020,INFANT FIRST SIGHT,,JM,VF,"Demi was last seen March 21st, 2020 and then first seen with Dodo on January 14th 2021, often in echelon. Dodo was estimated by Simonetta to be about a month younger than Tate (JM agrees) and Molly last saw Demi on Dec 4th, 2019 and never in consortship.",MONTH ESTIMATE,19/06/2021,DEAD PREWEANING,,MIDPOINT,VF,,"check with DIC for more precise dates; DIC told CCC Dodo was gone 7Nov21, but no exact dates",,,,,,,,,,,
DEB,DEBE,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1971,11/1/1969,11/1/1975,SSSS,91CAT,EK,JM,Considered adult in 91cat. Speckles match approx.,YEAR ESTIMATE,01/05/2016,OVER 3 YEARS,,DEFAULT DATE,EK,JM,A 2 year gap in his sightings.,,,,,,,,,,2004,
DEE,DEET,FALSE,MALE,HIGH,,,11/01/1986,,,SSSS,,,,,,,,,,,,,,,,,,,,,,2007,
DEI,DEITER,FALSE,,,,YEAR ESTIMATE,11/01/1988,11/1/1981,11/1/1988,ASSIGNED 10 YRS,SSSS,EK,JM,Thought to be in an alliance but seen with 2 different alliances and only seen twice. Possibly a female. No DF speckles in 2001 so less than 20.,YEAR ESTIMATE,01/05/2005,RARELY SIGHTED,OVER 3 YEARS,DEFAULT DATE,EK,JM,Deiter is a mystery as might be female and in our unknowns. Only seen twice and seems to be HB or Peron.,,,,,,,,,,2006,
DEM,DEMI,FALSE,FEMALE,HIGH,HAL,MONTH ESTIMATE,11/01/1986,9/1/1986,2/1/1987,SPRING SUMMER YOY,,JM,,SHOULD FIRST APPEAR IN 87 IF ANYONE CHECKS,,,,,,,,,DAY ESTIMATE,3/10/1992,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,ESTIMATED WEANED SOMETIME IN 1991,2007,
DEN,DENT,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1971,11/1/1963,11/1/1971,SSSS,,EK,JM,,MONTH ESTIMATE,01/05/1998,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,EK,JM,seen many times each year.,,,,,,,,,,1997,
DER,DERBY,FALSE,MALE,HIGH,AMP,YEAR ESTIMATE,11/01/1998,11/1/1997,11/1/1998,,,JM,,MK sighted in 1999 so that should be first sighting date.,,,,,,,,,YEAR ESTIMATE,5/1/2002,SIBLING BIRTH,,OTHER,JM,,NO,,,based on photos and PRS (next calf) birth.
DET,DETRITUS,FALSE,,,,YEAR ESTIMATE,11/01/1984,,,ASSIGNED 10 YRS,,EK,,No pictures but RCC has some. Seen emaciated in 1994. No other information.,,,,,,,,,,,,,,,,,,,
DEU,DEUCE,FALSE,MALE,HIGH,DUR,DAY ESTIMATE,21/11/2011,,11/22/2011,,,EK,,,,,,,,,,,MONTH ESTIMATE,7/23/2015,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,,,looked to be 1-2 days old
DEW,DEWDROP,FALSE,UNKNOWN,,SOG,DAY ESTIMATE,11/07/2015,11/3/2015,11/9/2015,INFANT FIRST SIGHT,,JM,,Photos from 20Nov15 looks  about 10-14 days old. was lumpy and corking on first sighting date by Kate on Shotover.,DAY ESTIMATE,14/04/2016,DEAD PREWEANING,,MIDPOINT,EK,,,,,,,,,,,,,
DGR,DAGGER,FALSE,MALE,HIGH,SCY,YEAR ESTIMATE,11/01/2007,,,,,SAS,,no age info,,,,,,,,,YEAR ESTIMATE,5/1/2011,GAP,,DEFAULT DATE,JM,,NO,Dagger seen postweaning but birthday and weaning date uncertain.,,
DIA,DIAMOND,FALSE,MALE,HIGH,RHO,WEEK ESTIMATE,11/01/2012,,,,,JM,,,WEEK ESTIMATE,07/11/2015,DEAD PREWEANING,,MIDPOINT,JM,,,,,,,,,,,,,"no fetal lines, by side of RHO when two were alone, thought to be a month old; JM assigned bday based on photos"
DIC,DICE,FALSE,MALE,HIGH,SLI,DAY ESTIMATE,18/10/1996,,,INFANT FIRST SIGHT,,MRH,,"CORKUP, NEWBORN, FIN NOT FULLY ERECT FOLDS ETC.",,,STOPPED SIGHTING POST WEANING,UNCERTAIN SURVIVAL STATUS PREWEANING,,,,Fin could have changed.,MONTH ESTIMATE,9/15/1999,SIBLING BIRTH,,,JM,,YES,BASED ON BIRTH OF SLIVER,1999,
DID,DIDDLE,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1972,11/1/1969,11/1/1972,SSSS,91CAT,JM,,RAS saw her frequently at beginning of study,MONTH ESTIMATE,01/05/2007,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,JM,,,,,,,,,,,,2004,
DIG,DIGIT,FALSE,,,FIN,MONTH ESTIMATE,11/01/2000,,,GAP,,CF,,"10 NOV 02-CF: FIN WITH CALF NOT FOUND IN MATRILINES, NAMED DIGIT/DIG, DIG IS APPROXIMATELY SAME SIZE AS DOD, ESTIMATE BIRTH YEAR AS 2000",YEAR ESTIMATE,01/05/2012,OVER 3 YEARS,,DEFAULT DATE,JM,VF,Last seen 23-Jul-09,MONTH ESTIMATE,5/14/2004,REDUCED MC ASSOCIATION,SIBLING BIRTH,MIDPOINT,JM,,YES,"BY MIDPOINT; STILL TOGETHER LATE 2003, BUT FIN WITH MALES TOO",2004,
DIL,DILLINGER,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1992,,,ASSIGNED 10 YRS,,JM,,,,,,,,,,,,,,,,,,,,,
DIM,DIMAGGIO,FALSE,UNKNOWN,,MNM,YEAR ESTIMATE,11/01/1999,11/1/1997,11/1/1999,,,JM,,,,,STOPPED SIGHTING POST WEANING,,,,,,YEAR ESTIMATE,3/11/2003,,,MIDPOINT,JM,,NO,birthdate uncertain,,JM thought at least one year old at first sighting
DIN,DING,FALSE,MALE,HIGH,DEN,MONTH ESTIMATE,11/01/1987,,,SPRING SUMMER YOY,,JM,,"DON'T HAVE RECORDS ON WHETHER DING BORN 86-87 OR 87-88, BUT OLD DATA SUGGEST BORN LATE 1987",MONTH ESTIMATE,01/05/1995,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,JM,EK,Seen often and then not. Likely died late 1994.,DAY ESTIMATE,7/3/1993,REDUCED MC ASSOCIATION,SIBLING BIRTH,MIDPOINT,JM,,YES,"BY MIDPT WITH POSSIBLE NEXT YEAR BIRTH COULD BE A 62 MONTH WEANING AGE, GONNA TAKE THE EARLIER DATE FOR CONSERVATIVE SAKE",1994,
DIP,DIPPER,FALSE,UNKNOWN,,GLX,MONTH ESTIMATE,05/02/2012,11/1/2011,11/1/2012,MOTHER FIRST SIGHT WITH CALF,,CBK,,first sighted 13-Jul-2014 est 1.5-2.5yrs (JM),,,,,,,,,,,,,,,,,,,
DIT,DITS,FALSE,,,KIB,YEAR ESTIMATE,11/01/1986,,,MOTHER FIRST SIGHT WITH CALF,,JM,,JM CAN'T TELL AGE FROM 91 CATALOGUE (88 PHOTO),YEAR ESTIMATE,01/05/1988,SIGHTING RECORD POOR,MOTHER CALF NOT SIGHTED SINCE,,JM,,,,,,,,,,NO,"NOT SIGHTED IN CURRENT SURVEYS, NO WEANING INFO",1991,
DIV,DIVINE,FALSE,UNKNOWN,,BSS,DAY ESTIMATE,31/01/2017,1/31/2017,2/1/2017,INFANT FIRST SIGHT,,CCC,,Dorsal fin flopped over at first sight.,WEEK ESTIMATE,14/04/2017,DEAD PREWEANING,,MIDPOINT,EK,JM,BSS with males 12May17.,,,,,,,,,,,
DIZ,DIZI,FALSE,UNKNOWN,,PIC,DAY ESTIMATE,01/08/2017,1/8/2017,,INFANT FIRST SIGHT,,DIC,,fin flopped over and hours old,DAY ESTIMATE,16/03/2017,DEAD PREWEANING,,MIDPOINT,JM,,Sighted daily and not seen for 2 days.,,,,,,,,,,,
DJY,DJAY,FALSE,FEMALE,HIGH,RAP,YEAR ESTIMATE,11/01/2008,11/1/2006,11/1/2008,,,JM,,looks 2 years old,,,,,,,,,YEAR ESTIMATE,8/24/2012,REDUCED MC ASSOCIATION,GAP,MIDPOINT,JM,,NO,DJY could have weaned early in 2012 or late 2013.,,7-10 months old
DKE,DUKE,FALSE,UNKNOWN,,DUC,MONTH ESTIMATE,15/12/2009,11/1/2009,1/15/2010,,,JM,,,MONTH ESTIMATE,26/07/2010,DEAD PREWEANING,,MIDPOINT,SAS,,DKE in bp with DUC 11-Apr-10. DUC has been sighted several times since but no sign of DKE.,,,,,,,,DIED PREWEANING,,,"estimated to be 4-5 months old at first sight in April 2010. looks TUF size, no fetal lines, no echelon swimming, looks healthy."
DKY,DUCKY,FALSE,,,PTE,MONTH ESTIMATE,11/01/2016,11/1/2016,11/1/2017,INFANT FIRST SIGHT,,JM,MHM,"mother last sighted 19Jun16, looks large on separation with WZY and ODY in 30Oct19",,,,,,,,,,,,,,,,,,,
DLG,DELUGE,FALSE,UNKNOWN,,ALV,YEAR ESTIMATE,11/01/2000,11/1/1999,11/1/2000,,,JM,,DLG  looks big in 2002 photo so probably 1999 birth and probably a survivor.,YEAR ESTIMATE,06/08/2002,UNCERTAIN SURVIVAL STATUS PREWEANING,RARELY SIGHTED,MIDPOINT,,,Uncertainty about age and early sightings of Deluge. Could have been weaned or died.,,,,,,,,NO,DLG big in 2002 photo so likely earlier bday 1999 and likely survivor. RCC had first sighting but no notes on size and no photo.,,"Deluge was younger than CCO calf and older than ALTs calf in 2002 so likely 2000 birth, but could also be a little older"
DLI,DELIGHT,FALSE,,,BLU,YEAR ESTIMATE,11/01/2001,11/1/1999,11/1/2001,GAP,,JM,,BLS calf smaller than mother but never saw in bp. RCC saw in BP in 2003 and JM estimatd 1.5 years from photos.,,,,,,,,Can't assign death or weaning because birthdate unknown.,MONTH ESTIMATE,2/19/2005,,,MIDPOINT,EK,JM,YES,Primary reason is reduced mc association,,
DLO,DREADLOCK,FALSE,,,REG,MONTH ESTIMATE,11/01/2004,,,SPRING SUMMER YOY,,JM,,YOY,,,STOPPED SIGHTING POST WEANING,,,,,DLO could be around Peron somewhere. Not distinctive. Not a beacher.,,,,,,,,NO,,2006,
DMK,DENMARK,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1991,11/1/1986,11/1/1991,SSSS,REPRODUCTIVE AGE,EK,JM,Based on DF and lateral speckles she might be a little older than repro age estimate.,,,,,,,,,,,,,,,,,,,
DMP,DAMP,FALSE,,,SOG,WEEK ESTIMATE,15/01/2006,,,INFANT FIRST SIGHT,,JM,,"CHECCONIS SIGHTED ON 8-APRIL; JM ON 15-APR-06, ESTIMATED 4-5 MOS. NO FETAL LINES- COULD BE A LITTLE YOUNGER THAN HUFF; BALMY DIED END OF NOV 04, SO WOULD TAKE SOGGY 6 WKS TO CONCEIVE AGAIN.",YEAR ESTIMATE,01/05/2009,STOPPED SIGHTING POST WEANING,,DEFAULT DATE,,,Distinctive shape but could have changed.,MONTH ESTIMATE,4/13/2009,,,MIDPOINT,JM,,YES,,2007,
DNG,DANGIT,FALSE,MALE,HIGH,,,11/01/1985,,,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,,2007,
DNK,DUNK,FALSE,,,SOG,WEEK ESTIMATE,19/12/2021,12/3/2021,1/4/2022,INFANT FIRST SIGHT,,VF,,newborn first seen by DIC on 5-Jan-22,WEEK ESTIMATE,28/02/2022,DEAD PREWEANING,,MIDPOINT,CCC,VF,"Simonetta saw Soggy without Dunk 17-Mar-22, then Soggy consorted by Starlet, India, Lips in early April.",,,,,,,,,,,
DNO,DINO,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1975,11/1/1965,11/1/1975,SSSS,91CAT,EK,JM,Speckles on lateral side in 1996 photos.,YEAR ESTIMATE,01/05/2003,OVER 3 YEARS,,DEFAULT DATE,EK,,Some 2 year gaps in sightings.,,,,,,,,,,2000,
DNR,DEIANIRA,FALSE,UNKNOWN,,ALT,MONTH ESTIMATE,11/01/2001,9/1/2001,1/1/2002,,MOTHER FIRST SIGHT WITH CALF,JM,,,,,STOPPED SIGHTING POST WEANING,,,,,Fin not distinctive so could have changed and is still out there.,MONTH ESTIMATE,3/6/2006,,,MIDPOINT,SAS,,YES,,,yoy
DNZ,DENIZEN,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1993,,,,,,,,,,,,,,,,,,,,,,,,,,
